item,ubicacion,item_descripcion,en_cajas,sueltos,total,inventario_actual,diferencia
1822,Deposit N4 - C7,CU-66 CAJA CUERPO CA-66,0,6,6,11,-5
1857,Deposit N4 - D1,BRES-43 ARMARIO VACIO NORMAL,0,10,10,15,-5
1892,Deposit N4 - E3,HH 1764.116 AFTAKSET DMV630L,0,11,11,16,-5
1935,Deposit N2 - B4,HOOFDSCHAKELAAR 160A S5000,0,23,23,28,-5
1959,Deposit N2 - B4,OMSCHAKELAAR 400A 3P+N,0,4,4,9,-5
1989,Almacen - M,NEUTRAL BASES 250A-400A,0,4,4,9,-5
3014,Deposit N3 - C3,"BUIGVEER 3/4"" 2 mtr",0,0,0,5,-5
3114,Deposit N3 - B4,RECESADO REDONDO 18W 1440LM 6K,60,10,70,75,-5
3210,Deposit N1 - B2,TL-ORNEMENT 1x20W 127/220V,60,3,63,68,-5
3228,Deposit N1 - B6,TL-ORNEMENT LED 1x9W WD LEEG,136,0,136,141,-5
3243,Deposit N3 - D3,PL LAMP   7 WATT,30,0,30,35,-5
3333,Deposit N3 - D4,PICKENS 6 WATT 6500K LED SPOT,50,41,91,96,-5
3352,Deposit N1 - B7,18W LED 1X1 5K OPB 100-277V,0,0,0,5,-5
3502,Deposit N2 - D6,ETI 3901129 TERMINAL VS 16 IVO,50,0,50,55,-5
4155,Deposit N1 - B3,COV RING WITH DOUBLE 90442 SPM,36,0,36,41,-5
4241,Deposit N1 - B6,VLAKHOEK 32X16MM  10043 ABR,40,8,48,53,-5
7001,Deposit N2 - C2,JVD16 - 63   63A 4P SCHAKELAAR,75,2,77,82,-5
7150,Deposit N2 - D4,OPB.KAST 14MD 5021R1,0,45,45,50,-5
7168,Deposit N2 - A2,OPB.KAST WD 36MD 1336PR1,0,2,2,7,-5
0201,Deposit N1 - A1,KABEL YMvK 3G2.5mm rol/100mtr,0,0,0,4,-4
0284,Deposit N1 - C4,KABELGOOT 60x40 mm,0,1,1,5,-4
0391,Deposit N3 - A2,MONTAGEBAND 17mm,120,0,120,124,-4
0463,Almacen - Z,BARNICOL GIETHARS B,6,0,6,10,-4
0529,Almacen - A,ONDERBAK KABELDOOS 3640/1,0,2,2,6,-4
0627,Deposit N3 - C3,KSV PATRONEN   63A NH 00,15,0,15,19,-4
0702,Deposit N3 - C10,ATT MONTAGEDEKSEL 1X WCD 1622,60,0,60,64,-4
0996,Almacen - X,CUBE TAP 3 OUTLET 1482W,10,9,19,23,-4
1108,Deposit N3 - B4,WALLPLATE AM D RP 2-V  2150W,100,0,100,104,-4
1115,Almacen - W,WALLPLATE AM ENK SW  951V,100,5,105,109,-4
12441,Deposit N4 - A2,CEE-FORM STEKKER 3P+E16A-03102,10,8,18,22,-4
1252,Almacen - O,*****CEE-FORM STEKK 63A-3P+N+A,5,6,11,15,-4
12551,Deposit N4 - A3,CEE-FORM WCD 3P+E 16A-03322,20,0,20,24,-4
1331,Deposit N3 - C8,MOERKLEM APC 50/50,190,0,190,194,-4
1402,Almacen - F,BERKER WCD  220V INB WD 471509,0,9,9,13,-4
1429,Almacen - F,BERKER-UNI DRAAI DIMM 286210,0,2,2,6,-4
1480,Deposit N2 - C3,BERKER DUBB SCHUKO IP44 427505,35,0,35,39,-4
1496,Almacen - O,OPBOUW KAST 2 MOD 610090,0,1,1,5,-4
15142,Deposit N3 - D5,OPBOUW KAST WD CSG13PT/RR,2,0,2,6,-4
1555,Deposit N2 - B5,"GE  AUTOMAAT 20A, 1P+N C-KAR",0,7,7,11,-4
1565,Almacen - I,"GE  AUTOMAAT 40A, 3POL C-KAR",0,5,5,9,-4
1569,Deposit N2 - B2,"GE  AUTOMAAT 32A, 3P+N C-KAR",6,2,8,12,-4
1706,Deposit N2 - B6,ETI AARDLEKSCH 4P 63A 30 mA,57,0,57,61,-4
1708,Deposit N2 - B6,ETI AARDLEKSCH 4P 63A 300 mA,32,0,32,36,-4
1856,Deposit N4 - D1,BRES-325 ARMARIO VACIO NORMAL,0,4,4,8,-4
1858,Deposit N4 - D5,BRES-64 ARMARIO VACIO NORMAL,0,3,3,7,-4
18871,Deposit N4 - E2,HH1021487 RAILST 15X4 R430/4,0,26,26,30,-4
1941,Deposit N2 - B3,PANELHANDLE 40A - 250A-DS-SA01,0,12,12,16,-4
1946,Deposit N2 - B3,PANELHANDEL 500A 800A- DCCLA21,0,15,15,19,-4
3006,Deposit N3 - D12,SF-31CABLE CUTTER UP TO 50 MM,0,10,10,14,-4
3015,Deposit N3 - E,TREKVEER 20 mtr,0,11,11,15,-4
3225,Deposit N1 - A5,TL-ORNEMENT 1x20W WD 127/220V,0,2,2,6,-4
3265,Deposit N3 - D4,PICKENS 7W LED BULB,0,31,31,35,-4
3503,Deposit N2 - D6,ETI 3901130 TERMINAL VS16 BLUE,0,43,43,47,-4
4012,Deposit N1 - B8,RJ 45 CAT 5 E UTP SOCKET 21453,100,0,100,104,-4
4029,Deposit N1 - B7,IP 44 KIT MEC21 SINGLE 21981,45,1,46,50,-4
4260,Deposit N1 - B7,VERLENG 110X50MM 10094 RBR,28,0,28,32,-4
4270,Deposit N1 - B7,EINDSTUK 75X20MM  10145 ABR,40,0,40,44,-4
7026,Deposit N2 - C2,JVM16 -63  40A 3P C-TYPE AUTOM,28,3,31,35,-4
7153,Deposit N2 - D1,OPB.KAST 56MD 5271R1,0,13,13,17,-4
7182,Deposit N2 - C6,ROL VERLENGSNOER 15M 7423/1,0,15,15,19,-4
90128,Almacen - C,COVER PLATE FOR EARTH 50631,0,2,2,6,-4
0456,Almacen - Z,A310 BARNICOL GIETMOF CPL,5,0,5,8,-3
0476,Deposit N4 - B10,PERSKABELSCHOEN SMALL 240-10MM,5,0,5,8,-3
0477,Deposit N4 - B6,PERSKABELSCHOEN SMALL 240-12MM,45,0,45,48,-3
0991,Deposit N3 - E,USB VOLTAGE PROTECTOR PICKENS,0,1,1,4,-3
111012,Deposit N3 - B12,WALLPL AM ASPIRE 4-V 9524WS,24,0,24,27,-3
1118,Deposit N3 - B10,WALLPLATE AM BLD        2129V,50,0,50,53,-3
1239,Almacen - G,TUSSEN SCHAKELAAR 939,0,23,23,26,-3
1240,Almacen - H,VERLOOP STEKKER PEN RO 104,0,14,14,17,-3
1241,Almacen - H,VERLOOP STEKKER PEN PL 103,0,1,1,4,-3
1247,Deposit N4 - A2,CEE-FORM STEK 3P+E 32A-03105,8,4,12,15,-3
12541,Deposit N4 - A3,CEE-FORM -WCD 2P+E 16A-02321,10,6,16,19,-3
12581,Deposit N4 - A7,CEE-FORM WCD 3P+E 32A-3325,24,0,24,27,-3
1293,Deposit N4 - A8,CEE-FORM WCD 3P+E 63A-03882,4,0,4,7,-3
1475,Almacen - F,BERKER WCD OPB  220V  WD424005,0,9,9,12,-3
1576,Deposit N2 - B2,"GE  AUTOMAAT 16A, 3P+N C-KAR",6,1,7,10,-3
1580,Almacen - I,GALAX Q22 TIJDKLOK 2 KANAL,0,3,3,6,-3
1642,Deposit N4 - C4,TMA3080,0,10,10,13,-3
1809,Deposit N4 - B8,PP-32 PLACA POLIESTER PP-32,0,12,12,15,-3
1848,Deposit N4 - B7,TC-04-CJ TAPA CIEGA C/JUNTA,0,57,57,60,-3
1888,Deposit N4 - E2,HH1021489 RAILSTEUN 15X16MM,0,25,25,28,-3
18892,Deposit N4 - E3,HH1763916 AFTAKSTRIP 250 NUL,0,8,8,11,-3
1891,Deposit N4 - E3,HH 1764.249 AFTAKSET BOVEN N,0,8,8,11,-3
1893,Deposit N4 - E3,HH 1764.114 AFTAKSET DMV630NUL,0,12,12,15,-3
1922,Deposit N4 - E3,HH1021006 INV TULE PG21 E 62B,0,28,28,31,-3
1937,Deposit N2 - B1,HOOFDSCHAKELAAR 400A,7,0,7,10,-3
1942,Deposit N2 - B3,DIRECT HANDEL 40A T/M 250A-CD,0,22,22,25,-3
1954,Deposit N2 - B1,OMSCHAKELAAR 63A 3P+N,13,0,13,16,-3
1958,Deposit N2 - B1,OMSCHAKELAAR 250A 3P+N,7,0,7,10,-3
1961,Deposit N2 - B3,DINRAIL KIT VOOR OMSCH 40A/16A,0,34,34,37,-3
1963,Deposit N2 - B6,DIRECT HANDLE 200A-400A OMKEER,0,12,12,15,-3
1972,Deposit N2 - B1,SCHAKELAAR MESPATR INB 630A,1,0,1,4,-3
1988,Deposit N2 - A5,MESPATROON HOUDER 400 A-NH-2,0,22,22,25,-3
3016,Deposit N3 - E,TREKVEER 30 mtr,0,1,1,4,-3
3106,Deposit N3 - B4,FOCO LED T140 BASE E27 50W 65K,6,3,9,12,-3
3117,Deposit N3 - B4,SUPERFICIAL REDONDO 18W CCT,40,15,55,58,-3
3118,Deposit N3 - B4,OPBOUW REDONDO 24W 2035LM 6K,30,6,36,39,-3
3122,Deposit N3 - B3,REFLECTOR LED 30W 2400LM 6000K,12,0,12,15,-3
3248,Deposit N3 - C11,PICKENS VPR  2241,0,8,8,11,-3
3275,Almacen - Z,LED TUBE T8 10W/865 1050l 6500,15,1,16,19,-3
3322,Deposit N4 - A1,PICKENS RECHARGEABLE LED LIGHT,0,36,36,39,-3
3493,Deposit N2 - D6,ETI 3901539 GR VS 35 YELLO/GR,20,17,37,40,-3
3499,Almacen - K,ETI 3901038 TERMINAL VS 4 BLUE,300,51,351,354,-3
3508,Deposit N2 - D6,ETI 3901157 TERMINAL VS35 IVOR,60,0,60,63,-3
7147,Deposit N2 - A4,OPB.KAST WD 48MD 1348R1,0,6,6,9,-3
7151,Deposit N2 - A3,OPB.KAST 28MD 5281R1,0,31,31,34,-3
7169,Deposit N2 - D1,OPB.KAST WD 11MD BW 1311AR1,0,1,1,4,-3
0352,Almacen - R,BC  ZADEL  2.5mm ZINC,0,1036,1036,1038,-2
0472,Almacen - O,CP-50 PIN PERSKABELSCHOEN 50MM,0,28,28,30,-2
0474,Deposit N4 - B6,PERSKABELSCHOEN SMALL 95-10MM,120,0,120,122,-2
0492,Deposit N3 - D1,KABELDOOS 224A,14,14,28,30,-2
04941,Deposit N3 - C12,KABEL DOOS EL161 (18800),0,44,44,46,-2
04942,Deposit N3 - C12,KABEL DOOS EL171 (19150),0,75,75,77,-2
0631,Deposit N3 - C3,KSV PATRONEN 160A NH 00,15,0,15,17,-2
11107,Deposit N3 - B4,WALLPLATE AM DECO 4-V 2164W,40,0,40,42,-2
1137,Almacen - X,CONTRA STEKKER 2353,10,12,22,24,-2
1144,Almacen - X,STEKKER 1723,60,3,63,65,-2
11491,Deposit N3 - E,Cover INB.D PLAST 4X4  1G A410,1800,0,1800,1802,-2
1157,Deposit N3 - A2,3 GANG BOX METAAL MSB-3,0,8,8,10,-2
12451,Deposit N4 - A2,CEE-FORM STEK 3P+N+E 16A-03103,30,1,31,33,-2
1250,Almacen - I,***CEE-FORM STEKK 16A - 3P+N+A,0,2,2,4,-2
12511,Deposit N4 - A6,CEE-FORM STEK 3P+N+E 16A 03603,30,4,34,36,-2
12521,Deposit N4 - A2,CEE-FORM STEK 2P+E 32A 02604,10,2,12,14,-2
12532,Deposit N4 - A6,CEE-FORM STEK 3P+N+E 32A 3606,10,4,14,16,-2
12604,Almacen - I,CEE-FORM WCD 2P+E 32A 02824,0,1,1,3,-2
1265,Almacen - J,******CEE-FORM CONN 32A -3P +A,0,15,15,17,-2
1270,Deposit N4 - A10,CEE-FORM CONN 3P+N+T 32A-03206,32,2,34,36,-2
1272,Deposit N4 - A10,CEE-FORM CONN 3P+E 16A 03702,12,0,12,14,-2
1293,Deposit N4 - B5,CEE-FORM WCD 3P+E 63A-03882,0,5,5,7,-2
1329,Deposit N3 - C8,MOERKLEM APC 25/25,190,0,190,192,-2
1414,Deposit N2 - C3,BERKER AFDEKRAAM  4V  10148989,12,0,12,14,-2
1427,Deposit N2 - C3,BERKER CENTR-STK DATA 11818989,130,0,130,132,-2
1429,Deposit N2 - C3,BERKER-UNI DRAAI DIMM 286210,4,0,4,6,-2
1536,Deposit N2 - B6,"GE AARDLEKSCHAKEL 40A, 300mA",18,0,18,20,-2
1540,Almacen - I,GE AARDLEKSCHAK.40A-30mA 2-P,0,34,34,36,-2
1550,Deposit N2 - B5,"GE  AUTOMAAT 20A, 2POL B-KAR",30,4,34,36,-2
1556,Deposit N2 - B5,"GE  AUTOMAAT 32A, 1P+N C-KAR",24,5,29,31,-2
1578,Almacen - I,"GE  AUTOMAAT 16A, 3P+N B-KAR",0,16,16,18,-2
15978,Deposit N2 - B5,MANDO ROT 436476,0,0,0,2,-2
1633,Deposit N3 - D7,PACKSUP S144P200,1,0,1,3,-2
1639,Deposit N4 - C4,PACK UNION 48112,0,2,2,4,-2
1665,Deposit N2 - A3,MOELLER INB BF-U-5/120,0,2,2,4,-2
1721,Deposit N2 - B3,ETI AUTOMAAT 6KA 3P 20A C KAR,24,3,27,29,-2
1724,Deposit N2 - B3,ETI AUTOMAAT 6KA 3P 40A CKAR,16,3,19,21,-2
1740,Deposit N2 - B2,ETI AUTOMAAT 6KA 2P 40A CKAR,36,5,41,43,-2
1745,Deposit N2 - B6,ETI  AUTOMAAT15KA 125A 3P+N C,25,0,25,27,-2
1768,Deposit N2 - B5,ETI AARDLEKSCH 4P 100A 300 MA,5,0,5,7,-2
1810,Deposit N4 - B8,PP-33 PLACA POLIESTER PP-33,0,19,19,21,-2
1814,Deposit N4 - B12,PP-66 PLACA POLIESTER PP-66,0,27,27,29,-2
1820,Deposit N4 - D13,CU-43 CAJA CUERPO CA-43,0,22,22,24,-2
1821,Deposit N4 - D9,CU-63 CAJA CUERPO CA-63,0,39,39,41,-2
1824,Deposit N4 - C12,CU-86 CAJA CUERPO CA-86,0,5,5,7,-2
1831,Deposit N4 - C8,TT-66-CJ TAPA POLICARB.TRANSP.,0,16,16,18,-2
1832,Deposit N4 - C10,TT-84A-CJ TAPA POLICARB.TRANSP,0,10,10,12,-2
1899,Deposit N4 - E4,HH 1014.762 AFTAKKLEM 6X40,0,120,120,122,-2
1968,Deposit N2 - C1,SCHAKELAAR MESPATR INB 125A,0,7,7,9,-2
1977,Deposit N2 - B6,PANEL HANDEL 630A-M21,0,1,1,3,-2
3009,Almacen - J,SF-17 KABELSCHOEN TANG 6-50MM,0,2,2,4,-2
3010,Deposit N3 - D3,"BUIGVEER 5/8"" 1 mtr",0,13,13,15,-2
3013,Deposit N3 - D3,"BUIGVEER 5/8"" 2 mtr",0,3,3,5,-2
3017,Almacen - J,SF-37 KABELSCHOEN TANG 6-120MM,0,5,5,7,-2
3034,Almacen - S,TAPE 20 mtr BRUIN,90,2,92,94,-2
3107,Deposit N3 - B4,FOCO LED T150 100W 6500K 9000L,30,4,34,36,-2
3112,Deposit N3 - B4,RECESADO REDONDO 12W 720LM 6K,0,10,10,12,-2
3196,Deposit N3 - D3,GLOEILAMP 40WATT FROSTED,72,0,72,74,-2
3226,Almacen - Z,TL-ORNEMENT 1x40W WD 127/220V,2,0,2,4,-2
3264,Deposit N3 - D4,PICKENS 6W LED BULB 4000K SEMI,0,44,44,46,-2
3320,Deposit N4 - D4,PICKENS RFTN 400W 7000K FLAT,0,29,29,31,-2
3323,Deposit N4 - D7,PICKENS LED BASE T8 60 CM,0,249,249,251,-2
3494,Deposit N2 - D6,ETI 3901518 GR VS 16 YELLO/GR,0,32,32,34,-2
4037,Deposit N1 - B5,COVER PLATE MOTION  70401 TBR,22,0,22,24,-2
4048,Deposit N1 - B4,2 CIRCUITS SWITCH 48061 OPB WD,90,0,90,92,-2
4053,Deposit N1 - B7,SAFE EARTHSOCKET 127V 45144SBR,90,6,96,98,-2
4058,Deposit N1 - B5,COVER PLATE DBL USB CHAR 70673,20,0,20,22,-2
4143,Deposit N1 - B3,COVER PLATE FOR DIMMER90721TPM,45,0,45,47,-2
4220,Deposit N1 - B7,T STUK 50X20MM     10501 ABR,20,0,20,22,-2
4261,Deposit N1 - B7,VERLENG 90X50MM  10184 RBR,16,0,16,18,-2
7024,Deposit N2 - C2,JVM16 -63  25A 3P C-TYPE AUTOM,24,1,25,27,-2
7052,Deposit N3 - C2,JUNCTION BOX 125A  4*11,0,2,2,4,-2
7146,Deposit N2 - D2,OPB.KAST WD 8MD 1308PR1 BW,0,10,10,12,-2
90107,Deposit N1 - B7,COV PLATE DIMM 2WAY SW90721TAL,0,0,0,2,-2
0348,Deposit N4 - B4,ZADELS 13 mm VERT,1500,0,1500,1501,-1
0411,Deposit N4 - B2,PERSKABELSCHOEN  6  mm  M6,4500,0,4500,4501,-1
0457,Almacen - Z,A150 BARNICOL GIETMOF CPL,12,0,12,13,-1
0464,Almacen - Z,BARNICOL GIETHARS C,5,0,5,6,-1
0491,Deposit N3 - E,KABELDOOS 225A,29,26,55,56,-1
0514,Deposit N3 - C5,MONTAGEDEKSEL GRIJS 3640/D,150,0,150,151,-1
0715,Deposit N3 - C8,ATT KABELDOOS IP65M20/M25 2501,60,0,60,61,-1
0990,Deposit N3 - E,PICKENS VOLTAGE PROTECT 120V,0,5,5,6,-1
0995,Almacen - U,F-CONNECTOR 2078-T6,0,51,51,52,-1
0997,Almacen - Z,6 OUTLET 1146W-SP,0,9,9,10,-1
1001,Deposit N3 - B6,5 BTTN  TIMER 127V PT18M-W,6,4,10,11,-1
10100,Almacen - W,UNIV DEC DIMMER LED DUL 06,0,5,5,6,-1
1014,Almacen - W,SCHAK  2P 30A      3032 FW,20,4,24,25,-1
1018,Deposit N3 - B6,DIMMER 1000W             1000,0,35,35,36,-1
1160,Almacen - Z,PHOTOCEL 127 VOLT A-105W,64,0,64,65,-1
1233,Almacen - H,CONTRA STEKKER,0,54,54,55,-1
12431,Deposit N4 - A2,CEE-FORM STEKKER 2P+E16A-02101,12,5,17,18,-1
126010,Deposit N4 - B5,CEE-FORM WCD 3P+N+E 125A 03876,13,0,13,14,-1
12602,Deposit N4 - A3,CEE-FORM WCD 3P+E 16A -03822,5,3,8,9,-1
12605,Deposit N4 - A7,CEE-FORM WCD 3P+E 32A -03825,12,5,17,18,-1
12607,Deposit N4 - A8,CEE-FORM WCD 3P+E 63A 03872,18,0,18,19,-1
1263,Deposit N4 - A10,CEE-FORM CONN 3P+N+E 16A-03203,10,2,12,13,-1
1269,Deposit N4 - A10,CEE-FORM CONN 3P+E 32A-03205,24,4,28,29,-1
1274,Deposit N4 - A6,CEE-FORM CONN 2P+E 32A 02704,20,0,20,21,-1
1276,Deposit N4 - A10,CEE-FORM CONN 3P+N+E 32A 03706,15,2,17,18,-1
1280,Deposit N4 - B1,CEE-FORM CONN 3P+N+E125A 03756,10,0,10,11,-1
1283,Deposit N4 - A8,CEE-FORM SCH-WCD3P+E 16A-03362,15,0,15,16,-1
1285,Deposit N4 - A7,CEE-FORM WCD 3P+N+E 16A-03363,21,0,21,22,-1
1292,Deposit N4 - A11,CEE-FORM WCD 3P+N+E 32A-03836,7,0,7,8,-1
1330,Deposit N3 - C8,MOERKLEM APC 35/35,160,0,160,161,-1
1410,Deposit N2 - C3,DRAAI DIMM DRUK/UIT 283010,44,0,44,45,-1
1426,Almacen - F,BERKER KNOP TOER-REG 11378929,0,20,20,21,-1
1473,Almacen - E,BERKER SCHAK 2P OPB  61300249,0,21,21,22,-1
1496,Deposit N2 - B6,OPBOUW KAST 2 MOD 610090,0,4,4,5,-1
1497,Deposit N2 - B6,OPBOUW KAST 4 MOD 610091,0,17,17,18,-1
15091,Deposit N3 - E,INB DOOS CT114 (168 X 117 X50),140,7,147,148,-1
15093,Deposit N3 - E,INB DOOS CT225 (250 X 250 X65),14,3,17,18,-1
15095,Deposit N3 - D3,INB CT338 (404 X 404 X120),2,0,2,3,-1
15141,Deposit N3 - A1,OPBOUW KAST WD CS13PT/RR,4,0,4,5,-1
1532,Deposit N2 - B6,"GE SCHAKELAAR 100A, 4POL",36,0,36,37,-1
1535,Deposit N2 - B5,"GE AARDLEKSCHAKELAAR 63A, 30mA",7,0,7,8,-1
1537,Almacen - I,"GE AARDLEKSCHAKEL 63A, 300mA",0,1,1,2,-1
1543,Almacen - J,"GE  AUTOMAAT 25A, 1P+N C-KAR",0,92,92,93,-1
1570,Deposit N2 - B2,"GE  AUTOMAAT 40A, 3P+N C-KAR",39,2,41,42,-1
1575,Almacen - I,"GE  AUTOMAAT 125A, 3P+N C-KAR",0,4,4,5,-1
15976,Almacen - I,LOADBREAK SWITCH DILOS 3 630A,0,0,0,1,-1
15977,Deposit N2 - B5,ROTARY HANDLE 730667,0,0,0,1,-1
1627,Deposit N4 - C4,PLP4080,0,5,5,6,-1
1635,Deposit N3 - D7,PACK SUP S96P200,0,4,4,5,-1
16351,Deposit N3 - D7,PACK SUP S72P200,0,2,2,3,-1
1637,Deposit N4 - C8,ZCL 1080,0,1,1,2,-1
16510,Deposit N3 - A2,RAIL COPPER 20X5X1000 48794,9,0,9,10,-1
1653,Deposit N4 - C8,OPBOUWKAST IDE ARM.40COM96,5,0,5,6,-1
1656,Deposit N2 - D4,MOELLER OPB BF-0-4/96,0,8,8,9,-1
1657,Deposit N2 - A3,MOELLER OPB BF-0-5/120,0,1,1,2,-1
1657,Deposit N2 - A6,MOELLER OPB BF-0-5/120,0,1,1,2,-1
1657,Deposit N2 - D3,MOELLER OPB BF-0-5/120,0,1,1,2,-1
1659,Deposit N2 - A5,MOELLER OPB BF-0-3/72,0,7,7,8,-1
1664,Deposit N2 - A4,MOELLER INB BF-U-4/96,0,7,7,8,-1
1735,Almacen - L,ETI AARDLEK AUTOM 1P+N16A C 30,12,5,17,18,-1
1761,Deposit N2 - B6,ETI VERMOGENS AUTOM EB 400/4S,2,0,2,3,-1
1765,Deposit N2 - B5,ETI AARDLEKSCH 4P 80A 30 mA,8,0,8,9,-1
1771,Deposit N2 - B5,ETI 2444005 TNC-S 25/100 4+0,9,0,9,10,-1
1788,Deposit N2 - B2,ETI  4804051 KWH METER 3X63A D,2,0,2,3,-1
1811,Deposit N4 - B12,PP-43 PLACA POLIESTER PP-43,0,31,31,32,-1
1815,Deposit N4 - B12,PP-84 PLACA POLIESTER PP-84,0,16,16,17,-1
1839,Deposit N4 - C2,TO-84A-CJ TAPA POLICARB.OPACO,0,12,12,13,-1
1839,Deposit N4 - C4,TO-84A-CJ TAPA POLICARB.OPACO,0,12,12,13,-1
18571,Deposit N4 - D1,BRES-54 ARMARIO VACIO NORMAL,0,12,12,13,-1
1862,Deposit N4 - C8,ART-107 ARM.TEJADILLO 1000X750,3,0,3,4,-1
18631,Deposit N4 - B8,PBM-325 PLACA METALICA,0,4,4,5,-1
1866,Deposit N4 - B8,PBM-65 PLACA METALICA PBM-65,0,14,14,15,-1
1867,Deposit N4 - D4,PBM-86 PLACA METALICA PBM-86,0,7,7,8,-1
1869,Deposit N4 - D3,CHM-43 CHASIS MODULAR BRES,0,5,5,6,-1
1879,Deposit N4 - C12,CR-395 CAJA REPART.CABLE 95MM,0,2,2,3,-1
18881,Deposit N4 - E2,HH1021490 RAILST 15X24 R430/24,0,11,11,12,-1
1894,Deposit N4 - E4,HH 1764.130 AFTAKSET DMV 1000L,0,1,1,2,-1
1895,Deposit N4 - E4,HH 1764.132 AFTAKSET 1000A NUL,0,1,1,2,-1
1923,Deposit N4 - E3,HH1021007 INV TULE PG29 E62C,0,25,25,26,-1
19271,Deposit N4 - B4,PRONUTEC OPB.KAST 1000X750,0,1,1,2,-1
19271,Deposit N4 - C8,PRONUTEC OPB.KAST 1000X750,1,0,1,2,-1
1936,Deposit N2 - B4,HOOFDSCHAKELAAR 250A,0,3,3,4,-1
1941,Deposit N2 - B6,PANELHANDLE 40A - 250A-DS-SA01,0,15,15,16,-1
1943,Deposit N2 - B3,DIRECT HANDLE 250A T/M 400A-CD,0,13,13,14,-1
1950,Deposit N2 - B3,DIRECT HANDLE 800A-1000A-CD,0,9,9,10,-1
1959,Deposit N2 - C1,OMSCHAKELAAR 400A 3P+N,0,8,8,9,-1
1966,Deposit N2 - B3,DOORVERBINDINGSET 125AT/M200A,0,4,4,5,-1
1972,Deposit N2 - C1,SCHAKELAAR MESPATR INB 630A,0,3,3,4,-1
1974,Deposit N2 - B3,DIRECT HANDLE 250A-630A-M21,0,3,3,4,-1
1978,Deposit N2 - B5,EXTENDEDSHAFT 40A-250A L=347MM,0,4,4,5,-1
1991,Deposit N2 - D6,SCHAKELKAST MESPATROON 250A,0,4,4,5,-1
3020,Deposit N3 - D12,"SF-42 HULS TANG SIDE 0,5-6MM",0,9,9,10,-1
3023,Deposit N3 - C12,SF-56 HULS TANG  10-35MM,0,1,1,2,-1
3027,Deposit N3 - D12,SF-22 KABELSTRIPER 0.75 / 6MM,0,3,3,4,-1
3028,Deposit N3 - D12,SF-38 KABEL STRIPPER 4-25MM,0,4,4,5,-1
3110,Deposit N3 - B4,RECESADO REDONDO 6W 360LM 3K,0,57,57,58,-1
3111,Deposit N3 - B4,RECESADO REDONDO 12W 720LM 3K,80,23,103,104,-1
3113,Deposit N3 - B4,RECESADO REDONDO12W CCT,40,20,60,61,-1
3119,Deposit N3 - A2,SURGE PROTECTOR 127V USB,21,0,21,22,-1
3126,Deposit N3 - B8,LAMP TECHO PANEL LED 18W CCT,20,10,30,31,-1
3246,Deposit N3 - C11,PICKENS VPR 2211,0,20,20,21,-1
3288,Deposit N4 - D4,BALLAST 4x32W electr120-277vT8,0,21,21,22,-1
3319,Deposit N1 - A1,PICKENS RFTL 100W 6500K UFO,16,3,19,20,-1
3996,Deposit N1 - B9,MOTION DETECTOR 21401,17,0,17,18,-1
3998,Deposit N1 - B5,ELECTRONIC DIMMER 150W 21215-1,5,0,5,6,-1
4118,Deposit N1 - C3,COVER PLATE  DBL USB CHA90673,24,0,24,25,-1
4121,Deposit N1 - B7,SURFACE MOUNTINGBOX TRIPLE,0,42,42,43,-1
4142,Deposit N1 - B3,TRIPLE ROCKERS 90661 TPM,38,0,38,39,-1
4228,Deposit N1 - B7,BINNENHK 32X12.5MM 10402  ABR,40,12,52,53,-1
4285,Deposit N1 - B6,BUITENHK 90X50MM  10186  RBR,24,0,24,25,-1
4290,Deposit N1 - B7,Q45  ADAPTER 4 MOD 10952 ABR,110,8,118,119,-1
4292,Deposit N1 - B7,FLUSH MOUNT BOX USA 10971 ABR,110,0,110,111,-1
7145,Deposit N2 - D3,BW.KAST WD 32MD 1332PR1,0,9,9,10,-1
7188,Deposit N3 - C8,KABEL DOOS 615 100 X 100 X 45,60,0,60,61,-1
7193,Deposit N2 - A1,INB.KAST MP14 METALBOX NG,0,8,8,9,-1
7194,Deposit N2 - A2,INB.KAST MP28 METALBOX NG,0,12,12,13,-1
7196,Deposit N2 - A1,INB.KAST MP56 METALBOX NG,0,4,4,5,-1
8012,Deposit N3 - D7,Fuse-Holder FPG1 Slotted IP40,0,370,370,371,-1
8031,Deposit N2 - B1,"ETI aardleksch 40A 4P0,03 127V",19,0,19,20,-1
9206,Deposit N3 - E,PICKENS HDMI CABLE DMC270,0,8,8,9,-1
0278,Deposit N1 - C4,KABELGOOT 100x40 mm,0,4,4,4,0
0289,Deposit N1 - C4,KABELGOOT 70x60 mm,84,0,84,84,0
0291,Deposit N1 - C4,KABELGOOT  DEKSEL70x40 mm,90,4,94,94,0
0299,Almacen - G,WIJMAPLAST 100 gram,0,15,15,15,0
0372,Almacen - B,CABLE CLIPS  20  mm,0,75,75,75,0
0403,Almacen - O,KABEL EINDHULSJES 16 mm,100,0,100,100,0
0404,Almacen - O,KABEL EINDHULSJES 25 mm,650,27,677,677,0
0425,Deposit N4 - B2,VERBINDINGSBUS  4 mm,2200,0,2200,2200,0
0461,Almacen - Z,A470 BARNICOL GIETMOF CPL,2,0,2,2,0
0462,Almacen - Z,BARNICOL GIETHARS A,6,0,6,6,0
04943,Deposit N3 - D12,KABEL DOOS EL322 (19750),0,30,30,30,0
04944,Deposit N3 - C8,KABEL DOOS GSLT171 (19805),0,12,12,12,0
